date,prices $,from_country,to_country,departure_date,return_date,website
2023-10-14,34.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-15,51.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-16,34.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-18,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-20,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-21,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-22,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-23,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-25,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-27,31.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-28,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-29,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-30,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-01,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-03,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-05,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-06,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-08,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-10,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-12,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-13,29.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-15,17.0,TCQ,LIM,2023-07-20,2023-07-23,Skyairline
