date,prices $,from_country,to_country,departure_date,return_date,website
2023-10-10,102.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-11,145.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-12,102.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-13,58.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-14,50.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-15,58.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-16,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-17,102.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-18,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-19,50.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-20,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-21,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-22,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-23,33.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-24,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-25,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-26,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-27,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-28,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-29,58.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-30,43.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-31,33.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-01,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-02,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-03,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-04,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-05,50.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-06,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-07,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-08,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-09,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-10,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-11,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-12,29.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-13,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-14,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-15,16.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-16,27.0,TPP,LIM,2023-07-20,2023-07-23,Skyairline
