date,prices $,from_country,to_country,departure_date,return_date,website
2023-10-14,32.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-16,32.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-18,24.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-19,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-20,26.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-21,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-23,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-25,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-26,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-27,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-28,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-29,26.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-30,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-10-31,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-01,26.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-02,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-03,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-04,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-05,28.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-06,28.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-07,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-08,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-09,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-10,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-11,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-12,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-13,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-14,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-15,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
2023-11-16,15.0,CJA,LIM,2023-07-20,2023-07-23,Skyairline
